"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","32","","","","","","Admin revokes a device certificate",""
"passed","Thu May 08 13:17:03 GMT 2025","Thu May 08 13:17:03 GMT 2025","90","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_key_usage_ext","Test that the KeyUsage extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:11 GMT 2025","29","","","","","","Update an existing identity -- @1.1 ",""
"passed","Thu May 08 13:17:07 GMT 2025","Thu May 08 13:17:07 GMT 2025","3","trustpoint.est.tests","test_est_interface","","","","test_get_credential_for_certificate",""
"broken","Thu May 08 13:17:05 GMT 2025","Thu May 08 13:17:05 GMT 2025","566","","","","","","Handle non-existent identities",""
"passed","Thu May 08 13:17:03 GMT 2025","Thu May 08 13:17:03 GMT 2025","80","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_subject_key_identifier_ext","Test that the SubjectKeyIdentifier extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:19 GMT 2025","Thu May 08 13:17:19 GMT 2025","569","","","","","","Auto-generation with different configurations -- @1.1 ",""
"failed","Thu May 08 13:17:12 GMT 2025","Thu May 08 13:17:13 GMT 2025","570","","","","","","Verifying the system update mechanism",""
"failed","Thu May 08 13:17:29 GMT 2025","Thu May 08 13:17:30 GMT 2025","576","","","","","","Security configuration changes are logged",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","33","","","","","","User manually selects a different language -- @1.3 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","38","","","","","","High load certificate issuance -- @1.1 ",""
"failed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:01 GMT 2025","595","","","","","","Create a new identity -- @1.1 ",""
"failed","Thu May 08 13:17:32 GMT 2025","Thu May 08 13:17:33 GMT 2025","577","","","","","","Secure handling of certificate templates",""
"passed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","3","trustpoint.devices.tests","test_credential_download","","","","test_otp_max_attempts","Test that the OTP is invalidated after too many incorrect attempts."
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","34","","","","","","Language setting persists after logout -- @1.2 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","30","","","","","","An onboarded device renews its certificate",""
"passed","Thu May 08 13:17:24 GMT 2025","Thu May 08 13:17:24 GMT 2025","46","","R_013_Remote_Credential_Download","","","","User enters one time password incorrectly",""
"failed","Thu May 08 13:17:31 GMT 2025","Thu May 08 13:17:31 GMT 2025","578","","","","","","Authorized user accesses certificate templates -- @1.2 ",""
"failed","Thu May 08 13:17:27 GMT 2025","Thu May 08 13:17:28 GMT 2025","582","","","","","","Admin modifies an existing security level",""
"failed","Thu May 08 13:17:18 GMT 2025","Thu May 08 13:17:19 GMT 2025","568","","","","","","Successful auto-generation of an issuing CA",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_ca_attributes","Test if CA-related attributes are correctly stored."
"failed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","32","","","","","","NTEU initiates device onboarding using a zero-touch protocol",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","34","","","","","","Language setting persists after logout -- @1.3 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","31","","","","","","A device successfully requests a certificate",""
"failed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","31","","","","","","NTEU logs into the system -- @1.2 ",""
"passed","Thu May 08 13:17:05 GMT 2025","Thu May 08 13:17:05 GMT 2025","78","trustpoint.pki.tests.test_models","test_certificate_model","","","","test_save_certificate_with_serializer","Test saving a certificate using a CertificateSerializer instead of a raw x509.Certificate."
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","33","","","","","","User manually selects a different language -- @1.2 ",""
"failed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","31","","","","","","NTEU creates a digital identity",""
"passed","Thu May 08 13:17:03 GMT 2025","Thu May 08 13:17:03 GMT 2025","87","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_san_ext","Test that the SubjectAlternativeName extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:34 GMT 2025","Thu May 08 13:17:35 GMT 2025","574","","","","","","Unauthorized export attempt",""
"failed","Thu May 08 13:17:27 GMT 2025","Thu May 08 13:17:27 GMT 2025","577","","","","","","Admin sets security level for a component -- @1.3 ",""
"failed","Thu May 08 13:17:09 GMT 2025","Thu May 08 13:17:10 GMT 2025","567","","","","","","Attempt to renew a revoked certificate -- @1.2 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","33","","","","","","User manually selects a different language -- @1.4 ",""
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:12 GMT 2025","569","","","","","","Verifying the backup mechanism -- @1.1 ",""
"passed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:05 GMT 2025","117","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_extension_deletion","Test that all extensions are deleted when the certificate is deleted."
"passed","Thu May 08 13:17:05 GMT 2025","Thu May 08 13:17:05 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_common_name","Test if the common name is correctly saved in the certificate model."
"passed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:04 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_freshest_crl","Test that the freshest crl extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","32","","","","","","NTEU deletes a digital identity",""
"passed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:04 GMT 2025","82","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_authority_information_access_extension","Test that the AIA extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:11 GMT 2025","29","","","","","","Successfully create a new identity -- @1.2 ",""
"failed","Thu May 08 13:17:33 GMT 2025","Thu May 08 13:17:33 GMT 2025","576","","","","","","Unauthorized deletion attempt",""
"passed","Thu May 08 13:17:03 GMT 2025","Thu May 08 13:17:03 GMT 2025","79","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_basic_constraints_ext","Test that the BasicConstraints extension is parsed and stored correctly in the database."
"passed","Thu May 08 13:17:03 GMT 2025","Thu May 08 13:17:03 GMT 2025","87","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_certificate_policies_multiple_entries","Test that policy extensions with multiple qualifier entries are parsed and stored correctly in the database."
"failed","Thu May 08 13:17:16 GMT 2025","Thu May 08 13:17:17 GMT 2025","568","","","","","","Configuring logging settings -- @1.2 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","34","","","","","","High load certificate issuance -- @1.2 ",""
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:11 GMT 2025","29","","","","","","Attempt to retrieve a non-existent identity -- @1.1 ",""
"passed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:04 GMT 2025","79","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_extended_key_usage_ext","Test that the ExtendedKeyUsage extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:19 GMT 2025","Thu May 08 13:17:20 GMT 2025","570","","","","","","Auto-generation with different configurations -- @1.2 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","32","","","","","","An onboarded device renews its certificate",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_created_at_timestamp","Test if the creation timestamp is set correctly."
"passed","Thu May 08 13:17:07 GMT 2025","Thu May 08 13:17:07 GMT 2025","44","trustpoint.pki.tests.test_models","test_issuing_ca_model","","","","test_issue_crl",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","34","","","","","","Language setting persists after logout -- @1.1 ",""
"passed","Thu May 08 13:17:07 GMT 2025","Thu May 08 13:17:07 GMT 2025","1","trustpoint.est.tests","test_est_interface","","","","test_issue_credential_invalid_template",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_certificate_version","Test if the certificate version is correctly stored."
"passed","Thu May 08 13:17:05 GMT 2025","Thu May 08 13:17:05 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_is_self_signed","Test if the certificate is correctly identified as self-signed."
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","33","","","","","","User manually selects a different language -- @1.1 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","30","","","","","","High load certificate issuance -- @1.2 ",""
"failed","Thu May 08 13:17:01 GMT 2025","Thu May 08 13:17:01 GMT 2025","564","","","","","","Create a new identity -- @1.2 ",""
"passed","Thu May 08 13:17:07 GMT 2025","Thu May 08 13:17:07 GMT 2025","1","trustpoint.pki.tests.test_models","test_issuing_ca_model","","","","test_attributes_and_properties","Test that the common_name property returns the certificate's common name."
"passed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:04 GMT 2025","78","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_policy_constraints","Test that the Inhibit anyPolicy extension is parsed and stored correctly in the database."
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_issuer_public_bytes","Test if the issuer public bytes are correctly saved."
"failed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","32","","","","","","UI provides clear feedback to the NTEU",""
"failed","Thu May 08 13:17:12 GMT 2025","Thu May 08 13:17:12 GMT 2025","570","","","","","","Verifying the restoration mechanism -- @1.1 ",""
"passed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","2","trustpoint.devices.tests","test_credential_download","","","","test_otp_use_once","Test that an OTP can only be used once."
"failed","Thu May 08 13:17:10 GMT 2025","Thu May 08 13:17:10 GMT 2025","568","","","","","","Attempt to revoke an already revoked certificate -- @1.1 ",""
"failed","Thu May 08 13:17:30 GMT 2025","Thu May 08 13:17:31 GMT 2025","579","","","","","","Authorized user accesses certificate templates -- @1.1 ",""
"passed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","1","trustpoint.devices.tests","test_credential_download","","","","test_otp_generation","Test that a valid OTP is generated on save."
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:11 GMT 2025","29","","","","","","Attempt to retrieve a non-existent identity -- @1.2 ",""
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:11 GMT 2025","29","","","","","","Attempt to access the API without authentication",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_public_key_pem","Test if the PEM-encoded public key is correctly saved."
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:11 GMT 2025","29","","","","","","Retrieve an existing identity -- @1.2 ",""
"passed","Thu May 08 13:17:05 GMT 2025","Thu May 08 13:17:05 GMT 2025","83","trustpoint.pki.tests.test_models","test_certificate_model","","","","test_save_certificate_method","Test that save_certificate method creates and stores a certificate model instance."
"failed","Thu May 08 13:17:05 GMT 2025","Thu May 08 13:17:06 GMT 2025","566","","","","","","Successfully renew a certificate -- @1.1 ",""
"failed","Thu May 08 13:17:14 GMT 2025","Thu May 08 13:17:14 GMT 2025","569","","","","","","Logging user actions -- @1.2 ",""
"passed","Thu May 08 13:17:24 GMT 2025","Thu May 08 13:17:25 GMT 2025","1058","","R_013_Remote_Credential_Download","","","","User downloads credential on remote device browser",""
"passed","Thu May 08 13:17:02 GMT 2025","Thu May 08 13:17:02 GMT 2025","8","trustpoint.est.tests","test_est_interface","","","","test_post_authentication_failure",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_certificate_pem","Test if the PEM-encoded certificate is correctly saved."
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:11 GMT 2025","28","","","","","","Delete an identity -- @1.2 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","30","","","","","","A device successfully requests a certificate",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","1","trustpoint.pki.tests.test_models","test_domain_model","","","","test_attributes_and_properties","Test that the common_name property returns the certificate's common name."
"passed","Thu May 08 13:17:02 GMT 2025","Thu May 08 13:17:02 GMT 2025","19","trustpoint.devices.tests","test_model_delete","","","","test_domain_delete","Tests that a domain can be deleted only if it has no associated devices."
"failed","Thu May 08 13:17:09 GMT 2025","Thu May 08 13:17:09 GMT 2025","574","","","","","","Attempt to renew a revoked certificate -- @1.1 ",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_signature_value","Test if the certificate signature value is correctly saved."
"passed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","3","trustpoint.devices.tests","test_credential_download","","","","test_token_invalidation","Test that a download token is no longer valid after the token validity period."
"failed","Thu May 08 13:17:28 GMT 2025","Thu May 08 13:17:29 GMT 2025","577","","","","","","Security level persists after system restart",""
"passed","Thu May 08 13:17:23 GMT 2025","Thu May 08 13:17:23 GMT 2025","846","","R_013_Remote_Credential_Download","","","","Admin creates one time password",""
"failed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:07 GMT 2025","568","","","","","","Successfully revoke a certificate -- @1.1 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","32","","","","","","Unauthorized device attempts to access the EST endpoint",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","2","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_subject_attributes","Test if subject attributes are correctly stored."
"passed","Thu May 08 13:17:02 GMT 2025","Thu May 08 13:17:02 GMT 2025","79","trustpoint.pki.tests","test_auto_gen_pki","","","","test_auto_gen_pki[SECP256R1SHA256]","Test that the auto-generated PKI can be correctly enabled, used and disabled."
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","33","","","","","","Language setting persists after logout -- @1.4 ",""
"passed","Thu May 08 13:17:07 GMT 2025","Thu May 08 13:17:07 GMT 2025","2","trustpoint.est.tests","test_est_interface","","","","test_authenticate_username_password_success",""
"passed","Thu May 08 13:17:23 GMT 2025","Thu May 08 13:17:24 GMT 2025","876","","R_013_Remote_Credential_Download","","","","User enters one time password correctly",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","34","","","","","","Verify UI elements are translated correctly -- @1.3 ",""
"failed","Thu May 08 13:17:15 GMT 2025","Thu May 08 13:17:16 GMT 2025","567","","","","","","Retrieving and filtering logs -- @1.2 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","39","","","","","","Default language selection based on browser settings -- @1.2 ",""
"passed","Thu May 08 13:17:07 GMT 2025","Thu May 08 13:17:07 GMT 2025","169","trustpoint.pki.tests.test_models","test_issuing_ca_model","","","","test_revoke_all_issued_certificates_and_crl","Test that revoke_all_issued_certificates method and if crl is build correctly."
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","37","","","","","","Default language selection based on browser settings -- @1.3 ",""
"passed","Thu May 08 13:17:01 GMT 2025","Thu May 08 13:17:01 GMT 2025","19","trustpoint.devices.tests","test_model_delete","","","","test_multi_device_delete","Tests that multiple devices can be deleted and pre_delete is called even on a QuerySet of DeviceModels."
"failed","Thu May 08 13:17:01 GMT 2025","Thu May 08 13:17:02 GMT 2025","567","","","","","","View an existing identity -- @1.1 ",""
"passed","Thu May 08 13:17:02 GMT 2025","Thu May 08 13:17:02 GMT 2025","364","trustpoint.pki.tests","test_auto_gen_pki","","","","test_auto_gen_pki[RSA2048SHA256]","Test that the auto-generated PKI can be correctly enabled, used and disabled."
"passed","Thu May 08 13:17:03 GMT 2025","Thu May 08 13:17:03 GMT 2025","85","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_authority_key_identifier_ext","Test that the AuthorityKeyIdentifier extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:13 GMT 2025","Thu May 08 13:17:14 GMT 2025","568","","","","","","Logging user actions -- @1.1 ",""
"failed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","67","","","","","","NTEU logs into the system -- @1.1 ",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_signature_algorithm_oid","Test if the signature algorithm OID is correctly stored."
"failed","Thu May 08 13:17:21 GMT 2025","Thu May 08 13:17:22 GMT 2025","568","","","","","","Ensuring the CA can issue certificates",""
"passed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:04 GMT 2025","82","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_subject_information_access_extension","Test that the SIA extension is parsed and stored correctly in the database."
"passed","Thu May 08 13:17:02 GMT 2025","Thu May 08 13:17:02 GMT 2025","4","trustpoint.devices.tests","test_model_delete","","","","test_ca_delete_with_issued_certificates","Tests that a CA can be deleted only if it has no associated domains and no issued unexpired certificates."
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","71","","","","","","Admin revokes a device certificate",""
"failed","Thu May 08 13:17:08 GMT 2025","Thu May 08 13:17:09 GMT 2025","566","","","","","","Attempt to revoke a non-existent certificate",""
"passed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:04 GMT 2025","93","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_name_constraints_ext","Test that the NameConstraints extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:20 GMT 2025","Thu May 08 13:17:20 GMT 2025","571","","","","","","Handling missing parameters during CA generation",""
"failed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:04 GMT 2025","566","","","","","","Delete an existing identity -- @1.1 ",""
"passed","Thu May 08 13:17:07 GMT 2025","Thu May 08 13:17:07 GMT 2025","0","trustpoint.est.tests","test_est_interface","","","","test_authenticate_username_password_missing_header",""
"failed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","31","","","","","","NTEU views an existing digital identity",""
"failed","Thu May 08 13:17:31 GMT 2025","Thu May 08 13:17:32 GMT 2025","579","","","","","","Unauthorized user attempts to modify a certificate template -- @1.1 ",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_issuer_attributes","Test if issuer attributes are correctly stored."
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_serial_number","Test if the serial number is correctly saved."
"passed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:04 GMT 2025","79","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_inhibit_any_policy","Test that the Inhibit anyPolicy extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:00 GMT 2025","Thu May 08 13:17:00 GMT 2025","32","","","","","","NTEU edits a digital identity",""
"failed","Thu May 08 13:17:29 GMT 2025","Thu May 08 13:17:29 GMT 2025","575","","","","","","Security level affects system behavior",""
"failed","Thu May 08 13:17:14 GMT 2025","Thu May 08 13:17:15 GMT 2025","568","","","","","","Logging user actions -- @1.3 ",""
"failed","Thu May 08 13:17:18 GMT 2025","Thu May 08 13:17:18 GMT 2025","569","","","","","","Ensuring log storage and integrity",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","33","","","","","","Verify UI elements are translated correctly -- @1.1 ",""
"passed","Thu May 08 13:17:05 GMT 2025","Thu May 08 13:17:05 GMT 2025","6","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_basic_certificate_deletion","Test that the basic certificate is deleted without exceptions."
"passed","Thu May 08 13:17:07 GMT 2025","Thu May 08 13:17:07 GMT 2025","13","trustpoint.pki.tests.test_models","test_issuing_ca_model","","","","test_issuing_ca_delete","Tests that the issuing CA can be deleted only if it has no associated domains."
"failed","Thu May 08 13:17:04 GMT 2025","Thu May 08 13:17:05 GMT 2025","567","","","","","","Delete an existing identity -- @1.2 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","34","","","","","","Default language selection based on browser settings -- @1.1 ",""
"failed","Thu May 08 13:17:07 GMT 2025","Thu May 08 13:17:08 GMT 2025","567","","","","","","Successfully revoke a certificate -- @1.2 ",""
"failed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","604","","","","","","Successfully renew a certificate -- @1.2 ",""
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:11 GMT 2025","30","","","","","","Successfully create a new identity -- @1.1 ",""
"passed","Thu May 08 13:17:06 GMT 2025","Thu May 08 13:17:06 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_subject_public_bytes","Test if the subject public bytes are correctly saved."
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","36","","","","","","Default language selection based on browser settings -- @1.4 ",""
"failed","Thu May 08 13:17:02 GMT 2025","Thu May 08 13:17:03 GMT 2025","572","","","","","","Edit an existing identity -- @1.1 ",""
"failed","Thu May 08 13:17:17 GMT 2025","Thu May 08 13:17:18 GMT 2025","568","","","","","","Configuring logging settings -- @1.3 ",""
"failed","Thu May 08 13:17:03 GMT 2025","Thu May 08 13:17:04 GMT 2025","566","","","","","","Edit an existing identity -- @1.2 ",""
"failed","Thu May 08 13:17:25 GMT 2025","Thu May 08 13:17:26 GMT 2025","578","","","","","","Admin sets security level for a component -- @1.1 ",""
"failed","Thu May 08 13:17:16 GMT 2025","Thu May 08 13:17:16 GMT 2025","569","","","","","","Configuring logging settings -- @1.1 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","31","","","","","","High load certificate issuance -- @1.1 ",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:22 GMT 2025","30","","","","","","Unauthorized device attempts to access the CMP endpoint",""
"failed","Thu May 08 13:17:22 GMT 2025","Thu May 08 13:17:23 GMT 2025","34","","","","","","Verify UI elements are translated correctly -- @1.4 ",""
"failed","Thu May 08 13:17:32 GMT 2025","Thu May 08 13:17:32 GMT 2025","579","","","","","","Unauthorized user attempts to modify a certificate template -- @1.2 ",""
"passed","Thu May 08 13:17:01 GMT 2025","Thu May 08 13:17:01 GMT 2025","21","trustpoint.devices.tests","test_model_delete","","","","test_device_delete_revocation","Tests that credentials issued to a device are deleted and certificates revoked on device deletion."
"passed","Thu May 08 13:17:05 GMT 2025","Thu May 08 13:17:05 GMT 2025","118","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_multi_extension_deletion","Test that extensions that are shared are not deleted.

    (if there is another certificate with those exact extension values)
    "
"failed","Thu May 08 13:17:11 GMT 2025","Thu May 08 13:17:11 GMT 2025","28","","","","","","Delete an identity -- @1.1 ",""
"failed","Thu May 08 13:17:20 GMT 2025","Thu May 08 13:17:21 GMT 2025","568","","","","","","Verification of generated CA details",""
"passed","Thu May 08 13:17:03 GMT 2025","Thu May 08 13:17:03 GMT 2025","84","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_ian_ext","Test that the IssuerAlternativeName extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:17:26 GMT 2025","Thu May 08 13:17:27 GMT 2025","579","","","","","","Admin sets security level for a component -- @1.2 ",""
