"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_created_at_timestamp","Test if the creation timestamp is set correctly."
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_signature_value","Test if the certificate signature value is correctly saved."
"failed","Wed May 07 11:21:42 GMT 2025","Wed May 07 11:21:42 GMT 2025","580","","","","","","Attempt to revoke a non-existent certificate",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","37","","","","","","Verify UI elements are translated correctly -- @1.2 ",""
"passed","Wed May 07 11:21:44 GMT 2025","Wed May 07 11:21:45 GMT 2025","80","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_policy_constraints","Test that the Inhibit anyPolicy extension is parsed and stored correctly in the database."
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","30","","","","","","Update an existing identity -- @1.1 ",""
"failed","Wed May 07 11:21:33 GMT 2025","Wed May 07 11:21:34 GMT 2025","34","","","","","","NTEU initiates device onboarding using a zero-touch protocol",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","33","","","","","","An onboarded device renews its certificate",""
"failed","Wed May 07 11:21:48 GMT 2025","Wed May 07 11:21:49 GMT 2025","588","","","","","","Retrieving and filtering logs -- @1.1 ",""
"passed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","0","trustpoint.est.tests","test_est_interface","","","","test_authenticate_username_password_missing_header",""
"passed","Wed May 07 11:21:57 GMT 2025","Wed May 07 11:21:58 GMT 2025","855","","","","","","User enters one time password correctly",""
"passed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","44","trustpoint.pki.tests.test_models","test_issuing_ca_model","","","","test_issue_crl",""
"failed","Wed May 07 11:21:44 GMT 2025","Wed May 07 11:21:45 GMT 2025","577","","","","","","Attempt to revoke an already revoked certificate -- @1.2 ",""
"passed","Wed May 07 11:21:42 GMT 2025","Wed May 07 11:21:42 GMT 2025","19","trustpoint.devices.tests","test_model_delete","","","","test_multi_device_delete","Tests that multiple devices can be deleted and pre_delete is called even on a QuerySet of DeviceModels."
"failed","Wed May 07 11:21:51 GMT 2025","Wed May 07 11:21:51 GMT 2025","579","","","","","","Configuring logging settings -- @1.3 ",""
"failed","Wed May 07 11:21:51 GMT 2025","Wed May 07 11:21:52 GMT 2025","579","","","","","","Ensuring log storage and integrity",""
"failed","Wed May 07 11:21:48 GMT 2025","Wed May 07 11:21:48 GMT 2025","579","","","","","","Logging user actions -- @1.3 ",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","37","","","","","","Language setting persists after logout -- @1.3 ",""
"passed","Wed May 07 11:21:41 GMT 2025","Wed May 07 11:21:41 GMT 2025","3","trustpoint.devices.tests","test_credential_download","","","","test_otp_max_attempts","Test that the OTP is invalidated after too many incorrect attempts."
"failed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:48 GMT 2025","591","","","","","","Logging user actions -- @1.2 ",""
"passed","Wed May 07 11:21:41 GMT 2025","Wed May 07 11:21:41 GMT 2025","22","trustpoint.devices.tests","test_model_delete","","","","test_device_delete_revocation","Tests that credentials issued to a device are deleted and certificates revoked on device deletion."
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:46 GMT 2025","579","","","","","","Verifying the backup mechanism -- @1.1 ",""
"passed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","2","trustpoint.est.tests","test_est_interface","","","","test_authenticate_username_password_success",""
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_fingerprint","Test if the SHA256 fingerprint is correctly saved."
"failed","Wed May 07 11:21:41 GMT 2025","Wed May 07 11:21:41 GMT 2025","577","","","","","","Successfully revoke a certificate -- @1.2 ",""
"passed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","6","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_basic_certificate_deletion","Test that the basic certificate is deleted without exceptions."
"passed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","13","trustpoint.pki.tests.test_models","test_issuing_ca_model","","","","test_issuing_ca_delete","Tests that the issuing CA can be deleted only if it has no associated domains."
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","33","","","","","","Unauthorized device attempts to access the EST endpoint",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","34","","","","","","Admin revokes a device certificate",""
"passed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","1","trustpoint.pki.tests.test_models","test_issuing_ca_model","","","","test_attributes_and_properties","Test that the common_name property returns the certificate's common name."
"failed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:47 GMT 2025","579","","","","","","Verifying the system update mechanism",""
"passed","Wed May 07 11:21:44 GMT 2025","Wed May 07 11:21:44 GMT 2025","79","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_inhibit_any_policy","Test that the Inhibit anyPolicy extension is parsed and stored correctly in the database."
"failed","Wed May 07 11:22:04 GMT 2025","Wed May 07 11:22:05 GMT 2025","587","","","","","","Authorized user accesses certificate templates -- @1.1 ",""
"failed","Wed May 07 11:21:33 GMT 2025","Wed May 07 11:21:33 GMT 2025","34","","","","","","NTEU deletes a digital identity",""
"failed","Wed May 07 11:22:05 GMT 2025","Wed May 07 11:22:06 GMT 2025","587","","","","","","Unauthorized user attempts to modify a certificate template -- @1.1 ",""
"failed","Wed May 07 11:22:02 GMT 2025","Wed May 07 11:22:02 GMT 2025","589","","","","","","Invalid security level input is rejected",""
"failed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","579","","","","","","Logging user actions -- @1.1 ",""
"passed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","1","trustpoint.pki.tests.test_models","test_domain_model","","","","test_attributes_and_properties","Test that the common_name property returns the certificate's common name."
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_public_key_pem","Test if the PEM-encoded public key is correctly saved."
"passed","Wed May 07 11:21:43 GMT 2025","Wed May 07 11:21:43 GMT 2025","110","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_key_usage_ext","Test that the KeyUsage extension is parsed and stored correctly in the database."
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_ca_attributes","Test if CA-related attributes are correctly stored."
"failed","Wed May 07 11:22:00 GMT 2025","Wed May 07 11:22:00 GMT 2025","587","","","","","","Admin sets security level for a component -- @1.2 ",""
"failed","Wed May 07 11:21:40 GMT 2025","Wed May 07 11:21:41 GMT 2025","577","","","","","","Successfully revoke a certificate -- @1.1 ",""
"passed","Wed May 07 11:21:43 GMT 2025","Wed May 07 11:21:43 GMT 2025","99","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_san_ext","Test that the SubjectAlternativeName extension is parsed and stored correctly in the database."
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","35","","","","","","User manually selects a different language -- @1.1 ",""
"failed","Wed May 07 11:22:03 GMT 2025","Wed May 07 11:22:04 GMT 2025","596","","","","","","Security configuration changes are logged",""
"passed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","118","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_multi_extension_deletion","Test that extensions that are shared are not deleted.

    (if there is another certificate with those exact extension values)
    "
"passed","Wed May 07 11:21:44 GMT 2025","Wed May 07 11:21:44 GMT 2025","79","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_subject_key_identifier_ext","Test that the SubjectKeyIdentifier extension is parsed and stored correctly in the database."
"passed","Wed May 07 11:21:42 GMT 2025","Wed May 07 11:21:43 GMT 2025","423","trustpoint.pki.tests","test_auto_gen_pki","","","","test_auto_gen_pki[RSA2048SHA256]","Test that the auto-generated PKI can be correctly enabled, used and disabled."
"passed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","119","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_extension_deletion","Test that all extensions are deleted when the certificate is deleted."
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","36","","","","","","User manually selects a different language -- @1.4 ",""
"failed","Wed May 07 11:21:43 GMT 2025","Wed May 07 11:21:43 GMT 2025","583","","","","","","Attempt to renew a revoked certificate -- @1.2 ",""
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_common_name","Test if the common name is correctly saved in the certificate model."
"passed","Wed May 07 11:21:43 GMT 2025","Wed May 07 11:21:43 GMT 2025","86","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_authority_key_identifier_ext","Test that the AuthorityKeyIdentifier extension is parsed and stored correctly in the database."
"passed","Wed May 07 11:21:57 GMT 2025","Wed May 07 11:21:57 GMT 2025","926","","","","","","Admin creates one time password",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","38","","","","","","Language setting persists after logout -- @1.4 ",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","34","","","","","","High load certificate issuance -- @1.2 ",""
"passed","Wed May 07 11:21:40 GMT 2025","Wed May 07 11:21:40 GMT 2025","1","trustpoint.devices.tests","test_credential_download","","","","test_otp_generation","Test that a valid OTP is generated on save."
"failed","Wed May 07 11:21:34 GMT 2025","Wed May 07 11:21:34 GMT 2025","603","","","","","","Create a new identity -- @1.1 ",""
"passed","Wed May 07 11:21:44 GMT 2025","Wed May 07 11:21:44 GMT 2025","94","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_name_constraints_ext","Test that the NameConstraints extension is parsed and stored correctly in the database."
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","35","","","","","","Default language selection based on browser settings -- @1.1 ",""
"passed","Wed May 07 11:21:43 GMT 2025","Wed May 07 11:21:43 GMT 2025","81","trustpoint.pki.tests","test_auto_gen_pki","","","","test_auto_gen_pki[SECP256R1SHA256]","Test that the auto-generated PKI can be correctly enabled, used and disabled."
"passed","Wed May 07 11:21:42 GMT 2025","Wed May 07 11:21:42 GMT 2025","8","trustpoint.est.tests","test_est_interface","","","","test_post_authentication_failure",""
"passed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","169","trustpoint.pki.tests.test_models","test_issuing_ca_model","","","","test_revoke_all_issued_certificates_and_crl","Test that revoke_all_issued_certificates method and if crl is build correctly."
"failed","Wed May 07 11:21:34 GMT 2025","Wed May 07 11:21:34 GMT 2025","35","","","","","","UI provides clear feedback to the NTEU",""
"failed","Wed May 07 11:22:00 GMT 2025","Wed May 07 11:22:01 GMT 2025","587","","","","","","Admin sets security level for a component -- @1.3 ",""
"failed","Wed May 07 11:21:33 GMT 2025","Wed May 07 11:21:33 GMT 2025","34","","","","","","NTEU edits a digital identity",""
"failed","Wed May 07 11:22:02 GMT 2025","Wed May 07 11:22:03 GMT 2025","587","","","","","","Security level persists after system restart",""
"failed","Wed May 07 11:21:33 GMT 2025","Wed May 07 11:21:33 GMT 2025","34","","","","","","NTEU views an existing digital identity",""
"passed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","1","trustpoint.est.tests","test_est_interface","","","","test_issue_credential_invalid_template",""
"failed","Wed May 07 11:21:41 GMT 2025","Wed May 07 11:21:42 GMT 2025","576","","","","","","Attempt to renew a non-existent certificate",""
"failed","Wed May 07 11:21:42 GMT 2025","Wed May 07 11:21:43 GMT 2025","578","","","","","","Attempt to renew a revoked certificate -- @1.1 ",""
"failed","Wed May 07 11:21:59 GMT 2025","Wed May 07 11:22:00 GMT 2025","588","","","","","","Admin sets security level for a component -- @1.1 ",""
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_validity_period","Test if the validity period is correctly stored."
"passed","Wed May 07 11:21:40 GMT 2025","Wed May 07 11:21:40 GMT 2025","3","trustpoint.devices.tests","test_credential_download","","","","test_token_invalidation","Test that a download token is no longer valid after the token validity period."
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_subject_public_bytes","Test if the subject public bytes are correctly saved."
"passed","Wed May 07 11:21:41 GMT 2025","Wed May 07 11:21:41 GMT 2025","2","trustpoint.devices.tests","test_credential_download","","","","test_otp_use_once","Test that an OTP can only be used once."
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","33","","","","","","A device successfully requests a certificate",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","32","","","","","","Admin revokes a device certificate",""
"failed","Wed May 07 11:21:36 GMT 2025","Wed May 07 11:21:37 GMT 2025","575","","","","","","Edit an existing identity -- @1.2 ",""
"passed","Wed May 07 11:21:42 GMT 2025","Wed May 07 11:21:42 GMT 2025","19","trustpoint.devices.tests","test_model_delete","","","","test_domain_delete","Tests that a domain can be deleted only if it has no associated devices."
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","35","","","","","","Default language selection based on browser settings -- @1.2 ",""
"passed","Wed May 07 11:21:43 GMT 2025","Wed May 07 11:21:43 GMT 2025","86","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_ian_ext","Test that the IssuerAlternativeName extension is parsed and stored correctly in the database."
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","37","","","","","","Verify UI elements are translated correctly -- @1.1 ",""
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_issuer_public_bytes","Test if the issuer public bytes are correctly saved."
"failed","Wed May 07 11:21:39 GMT 2025","Wed May 07 11:21:39 GMT 2025","581","","","","","","Successfully renew a certificate -- @1.1 ",""
"failed","Wed May 07 11:21:33 GMT 2025","Wed May 07 11:21:33 GMT 2025","35","","","","","","NTEU logs into the system -- @1.2 ",""
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_subject_attributes","Test if subject attributes are correctly stored."
"failed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","578","","","","","","Verifying the restoration mechanism -- @1.1 ",""
"failed","Wed May 07 11:22:08 GMT 2025","Wed May 07 11:22:09 GMT 2025","587","","","","","","Unauthorized export attempt",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","32","","","","","","Unauthorized device attempts to access the CMP endpoint",""
"failed","Wed May 07 11:21:35 GMT 2025","Wed May 07 11:21:35 GMT 2025","577","","","","","","View an existing identity -- @1.1 ",""
"failed","Wed May 07 11:21:38 GMT 2025","Wed May 07 11:21:38 GMT 2025","578","","","","","","Delete an existing identity -- @1.2 ",""
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","31","","","","","","Successfully create a new identity -- @1.2 ",""
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","31","","","","","","Retrieve an existing identity -- @1.2 ",""
"failed","Wed May 07 11:21:35 GMT 2025","Wed May 07 11:21:36 GMT 2025","588","","","","","","View an existing identity -- @1.2 ",""
"failed","Wed May 07 11:22:06 GMT 2025","Wed May 07 11:22:06 GMT 2025","588","","","","","","Unauthorized user attempts to modify a certificate template -- @1.2 ",""
"passed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","80","trustpoint.pki.tests.test_models","test_certificate_model","","","","test_save_certificate_with_serializer","Test saving a certificate using a CertificateSerializer instead of a raw x509.Certificate."
"failed","Wed May 07 11:21:49 GMT 2025","Wed May 07 11:21:50 GMT 2025","578","","","","","","Retrieving and filtering logs -- @1.2 ",""
"failed","Wed May 07 11:21:39 GMT 2025","Wed May 07 11:21:40 GMT 2025","635","","","","","","Successfully renew a certificate -- @1.2 ",""
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","30","","","","","","Attempt to retrieve a non-existent identity -- @1.1 ",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","35","","","","","","High load certificate issuance -- @1.1 ",""
"failed","Wed May 07 11:21:36 GMT 2025","Wed May 07 11:21:36 GMT 2025","577","","","","","","Edit an existing identity -- @1.1 ",""
"passed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_freshest_crl","Test that the freshest crl extension is parsed and stored correctly in the database."
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:57 GMT 2025","36","","","","","","Verify UI elements are translated correctly -- @1.4 ",""
"failed","Wed May 07 11:22:08 GMT 2025","Wed May 07 11:22:08 GMT 2025","587","","","","","","Secure export of certificate templates",""
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","31","","","","","","Attempt to access the API without authentication",""
"failed","Wed May 07 11:21:55 GMT 2025","Wed May 07 11:21:55 GMT 2025","617","","","","","","Ensuring the CA can issue certificates",""
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","31","","","","","","Update an existing identity -- @1.2 ",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","36","","","","","","User manually selects a different language -- @1.3 ",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","97","","","","","","Default language selection based on browser settings -- @1.4 ",""
"failed","Wed May 07 11:21:54 GMT 2025","Wed May 07 11:21:55 GMT 2025","578","","","","","","Verification of generated CA details",""
"passed","Wed May 07 11:21:58 GMT 2025","Wed May 07 11:21:58 GMT 2025","49","","","","","","User enters one time password incorrectly",""
"passed","Wed May 07 11:21:44 GMT 2025","Wed May 07 11:21:44 GMT 2025","82","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_subject_information_access_extension","Test that the SIA extension is parsed and stored correctly in the database."
"passed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","85","trustpoint.pki.tests.test_models","test_certificate_model","","","","test_save_certificate_method","Test that save_certificate method creates and stores a certificate model instance."
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_issuer_attributes","Test if issuer attributes are correctly stored."
"failed","Wed May 07 11:21:52 GMT 2025","Wed May 07 11:21:53 GMT 2025","580","","","","","","Successful auto-generation of an issuing CA",""
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","31","","","","","","Attempt to retrieve a non-existent identity -- @1.2 ",""
"passed","Wed May 07 11:21:43 GMT 2025","Wed May 07 11:21:43 GMT 2025","81","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_basic_constraints_ext","Test that the BasicConstraints extension is parsed and stored correctly in the database."
"failed","Wed May 07 11:21:55 GMT 2025","Wed May 07 11:21:56 GMT 2025","32","","","","","","A device successfully requests a certificate",""
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_certificate_version","Test if the certificate version is correctly stored."
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","36","","","","","","Language setting persists after logout -- @1.2 ",""
"passed","Wed May 07 11:21:47 GMT 2025","Wed May 07 11:21:47 GMT 2025","3","trustpoint.est.tests","test_est_interface","","","","test_get_credential_for_certificate",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","36","","","","","","Default language selection based on browser settings -- @1.3 ",""
"passed","Wed May 07 11:21:58 GMT 2025","Wed May 07 11:21:59 GMT 2025","925","","","","","","User downloads credential on remote device browser",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","32","","","","","","An onboarded device renews its certificate",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","36","","","","","","User manually selects a different language -- @1.2 ",""
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","31","","","","","","Delete an identity -- @1.1 ",""
"failed","Wed May 07 11:21:50 GMT 2025","Wed May 07 11:21:50 GMT 2025","582","","","","","","Configuring logging settings -- @1.1 ",""
"failed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","30","","","","","","Retrieve an existing identity -- @1.1 ",""
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_certificate_pem","Test if the PEM-encoded certificate is correctly saved."
"passed","Wed May 07 11:21:46 GMT 2025","Wed May 07 11:21:46 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_signature_algorithm_oid","Test if the signature algorithm OID is correctly stored."
"failed","Wed May 07 11:21:43 GMT 2025","Wed May 07 11:21:44 GMT 2025","578","","","","","","Attempt to revoke an already revoked certificate -- @1.1 ",""
"failed","Wed May 07 11:21:33 GMT 2025","Wed May 07 11:21:33 GMT 2025","71","","","","","","NTEU logs into the system -- @1.1 ",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","36","","","","","","Verify UI elements are translated correctly -- @1.3 ",""
"failed","Wed May 07 11:22:05 GMT 2025","Wed May 07 11:22:05 GMT 2025","587","","","","","","Authorized user accesses certificate templates -- @1.2 ",""
"failed","Wed May 07 11:22:03 GMT 2025","Wed May 07 11:22:03 GMT 2025","592","","","","","","Security level affects system behavior",""
"failed","Wed May 07 11:21:33 GMT 2025","Wed May 07 11:21:33 GMT 2025","34","","","","","","NTEU creates a digital identity",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","32","","","","","","High load certificate issuance -- @1.1 ",""
"failed","Wed May 07 11:21:53 GMT 2025","Wed May 07 11:21:54 GMT 2025","578","","","","","","Auto-generation with different configurations -- @1.2 ",""
"failed","Wed May 07 11:21:37 GMT 2025","Wed May 07 11:21:38 GMT 2025","577","","","","","","Delete an existing identity -- @1.1 ",""
"failed","Wed May 07 11:22:01 GMT 2025","Wed May 07 11:22:02 GMT 2025","587","","","","","","Admin modifies an existing security level",""
"failed","Wed May 07 11:21:54 GMT 2025","Wed May 07 11:21:54 GMT 2025","579","","","","","","Handling missing parameters during CA generation",""
"failed","Wed May 07 11:21:56 GMT 2025","Wed May 07 11:21:56 GMT 2025","32","","","","","","High load certificate issuance -- @1.2 ",""
"passed","Wed May 07 11:21:45 GMT 2025","Wed May 07 11:21:45 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_certificate_status","Test if the certificate status is correctly set to OK."
"failed","Wed May 07 11:21:50 GMT 2025","Wed May 07 11:21:51 GMT 2025","579","","","","","","Configuring logging settings -- @1.2 ",""
