"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","94","","","","","","High load certificate issuance -- @1.2 ",""
"failed","Thu May 08 13:31:15 GMT 2025","Thu May 08 13:31:16 GMT 2025","571","","","","","","Ensuring the CA can issue certificates",""
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","34","","","","","","Default language selection based on browser settings -- @1.3 ",""
"failed","Thu May 08 13:31:05 GMT 2025","Thu May 08 13:31:05 GMT 2025","29","","","","","","Retrieve an existing identity -- @1.2 ",""
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","30","","","","","","Unauthorized device attempts to access the CMP endpoint",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_public_key_pem","Test if the PEM-encoded public key is correctly saved."
"passed","Thu May 08 13:31:01 GMT 2025","Thu May 08 13:31:01 GMT 2025","2","trustpoint.devices.tests","test_credential_download","","","","test_otp_use_once","Test that an OTP can only be used once."
"passed","Thu May 08 13:31:06 GMT 2025","Thu May 08 13:31:06 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_fingerprint","Test if the SHA256 fingerprint is correctly saved."
"passed","Thu May 08 13:31:03 GMT 2025","Thu May 08 13:31:03 GMT 2025","3","trustpoint.devices.tests","test_model_delete","","","","test_ca_delete_with_issued_certificates","Tests that a CA can be deleted only if it has no associated domains and no issued unexpired certificates."
"passed","Thu May 08 13:31:03 GMT 2025","Thu May 08 13:31:03 GMT 2025","92","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_key_usage_ext","Test that the KeyUsage extension is parsed and stored correctly in the database."
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_created_at_timestamp","Test if the creation timestamp is set correctly."
"passed","Thu May 08 13:31:17 GMT 2025","Thu May 08 13:31:18 GMT 2025","865","","R_013_Remote_Credential_Download","","","","Admin creates one time password",""
"failed","Thu May 08 13:30:54 GMT 2025","Thu May 08 13:30:54 GMT 2025","32","","","","","","NTEU edits a digital identity",""
"failed","Thu May 08 13:31:23 GMT 2025","Thu May 08 13:31:23 GMT 2025","580","","","","","","Security level persists after system restart",""
"failed","Thu May 08 13:31:05 GMT 2025","Thu May 08 13:31:05 GMT 2025","30","","","","","","Attempt to retrieve a non-existent identity -- @1.1 ",""
"failed","Thu May 08 13:31:17 GMT 2025","Thu May 08 13:31:17 GMT 2025","34","","","","","","Language setting persists after logout -- @1.1 ",""
"failed","Thu May 08 13:30:54 GMT 2025","Thu May 08 13:30:54 GMT 2025","31","","","","","","UI provides clear feedback to the NTEU",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_certificate_version","Test if the certificate version is correctly stored."
"failed","Thu May 08 13:31:24 GMT 2025","Thu May 08 13:31:25 GMT 2025","579","","","","","","Authorized user accesses certificate templates -- @1.1 ",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","1","trustpoint.pki.tests.test_models","test_domain_model","","","","test_attributes_and_properties","Test that the common_name property returns the certificate's common name."
"failed","Thu May 08 13:31:01 GMT 2025","Thu May 08 13:31:02 GMT 2025","569","","","","","","Successfully revoke a certificate -- @1.2 ",""
"failed","Thu May 08 13:31:25 GMT 2025","Thu May 08 13:31:26 GMT 2025","580","","","","","","Unauthorized user attempts to modify a certificate template -- @1.1 ",""
"failed","Thu May 08 13:31:02 GMT 2025","Thu May 08 13:31:03 GMT 2025","569","","","","","","Attempt to revoke a non-existent certificate",""
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","36","","","","","","High load certificate issuance -- @1.1 ",""
"failed","Thu May 08 13:30:58 GMT 2025","Thu May 08 13:30:58 GMT 2025","570","","","","","","Delete an existing identity -- @1.1 ",""
"failed","Thu May 08 13:31:05 GMT 2025","Thu May 08 13:31:05 GMT 2025","579","","","","","","Attempt to revoke an already revoked certificate -- @1.2 ",""
"failed","Thu May 08 13:31:05 GMT 2025","Thu May 08 13:31:05 GMT 2025","30","","","","","","Successfully create a new identity -- @1.1 ",""
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","30","","","","","","Admin revokes a device certificate",""
"failed","Thu May 08 13:31:25 GMT 2025","Thu May 08 13:31:25 GMT 2025","591","","","","","","Authorized user accesses certificate templates -- @1.2 ",""
"failed","Thu May 08 13:31:09 GMT 2025","Thu May 08 13:31:09 GMT 2025","569","","","","","","Retrieving and filtering logs -- @1.1 ",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:08 GMT 2025","306","trustpoint.pki.tests.test_models","test_issuing_ca_model","","","","test_revoke_all_issued_certificates_and_crl","Test that revoke_all_issued_certificates method and if crl is build correctly."
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","34","","","","","","High load certificate issuance -- @1.2 ",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_subject_public_bytes","Test if the subject public bytes are correctly saved."
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","33","","","","","","A device successfully requests a certificate",""
"failed","Thu May 08 13:31:17 GMT 2025","Thu May 08 13:31:17 GMT 2025","34","","","","","","Verify UI elements are translated correctly -- @1.3 ",""
"failed","Thu May 08 13:31:28 GMT 2025","Thu May 08 13:31:29 GMT 2025","581","","","","","","Unauthorized export attempt",""
"failed","Thu May 08 13:30:57 GMT 2025","Thu May 08 13:30:58 GMT 2025","571","","","","","","Edit an existing identity -- @1.2 ",""
"passed","Thu May 08 13:31:02 GMT 2025","Thu May 08 13:31:02 GMT 2025","22","trustpoint.devices.tests","test_model_delete","","","","test_device_delete_revocation","Tests that credentials issued to a device are deleted and certificates revoked on device deletion."
"failed","Thu May 08 13:31:24 GMT 2025","Thu May 08 13:31:24 GMT 2025","578","","","","","","Security configuration changes are logged",""
"failed","Thu May 08 13:30:54 GMT 2025","Thu May 08 13:30:54 GMT 2025","32","","","","","","NTEU initiates device onboarding using a zero-touch protocol",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_signature_value","Test if the certificate signature value is correctly saved."
"failed","Thu May 08 13:31:23 GMT 2025","Thu May 08 13:31:24 GMT 2025","580","","","","","","Security level affects system behavior",""
"passed","Thu May 08 13:31:04 GMT 2025","Thu May 08 13:31:04 GMT 2025","82","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_subject_key_identifier_ext","Test that the SubjectKeyIdentifier extension is parsed and stored correctly in the database."
"passed","Thu May 08 13:31:05 GMT 2025","Thu May 08 13:31:05 GMT 2025","87","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_subject_information_access_extension","Test that the SIA extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:31:02 GMT 2025","Thu May 08 13:31:02 GMT 2025","568","","","","","","Attempt to renew a non-existent certificate",""
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","31","","","","","","An onboarded device renews its certificate",""
"failed","Thu May 08 13:30:54 GMT 2025","Thu May 08 13:30:54 GMT 2025","66","","","","","","NTEU logs into the system -- @1.1 ",""
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","33","","","","","","Default language selection based on browser settings -- @1.4 ",""
"passed","Thu May 08 13:31:04 GMT 2025","Thu May 08 13:31:05 GMT 2025","97","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_name_constraints_ext","Test that the NameConstraints extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:31:11 GMT 2025","Thu May 08 13:31:11 GMT 2025","572","","","","","","Configuring logging settings -- @1.2 ",""
"failed","Thu May 08 13:31:27 GMT 2025","Thu May 08 13:31:27 GMT 2025","579","","","","","","Secure handling of certificate templates",""
"passed","Thu May 08 13:31:08 GMT 2025","Thu May 08 13:31:08 GMT 2025","2","trustpoint.est.tests","test_est_interface","","","","test_get_credential_for_certificate",""
"failed","Thu May 08 13:31:26 GMT 2025","Thu May 08 13:31:27 GMT 2025","580","","","","","","Unauthorized user attempts to modify a certificate template -- @1.2 ",""
"failed","Thu May 08 13:31:17 GMT 2025","Thu May 08 13:31:17 GMT 2025","33","","","","","","Language setting persists after logout -- @1.2 ",""
"passed","Thu May 08 13:31:04 GMT 2025","Thu May 08 13:31:04 GMT 2025","83","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_basic_constraints_ext","Test that the BasicConstraints extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:31:05 GMT 2025","Thu May 08 13:31:05 GMT 2025","29","","","","","","Update an existing identity -- @1.2 ",""
"failed","Thu May 08 13:31:06 GMT 2025","Thu May 08 13:31:07 GMT 2025","571","","","","","","Verifying the restoration mechanism -- @1.1 ",""
"failed","Thu May 08 13:31:04 GMT 2025","Thu May 08 13:31:05 GMT 2025","571","","","","","","Attempt to revoke an already revoked certificate -- @1.1 ",""
"passed","Thu May 08 13:31:01 GMT 2025","Thu May 08 13:31:01 GMT 2025","3","trustpoint.devices.tests","test_credential_download","","","","test_token_invalidation","Test that a download token is no longer valid after the token validity period."
"passed","Thu May 08 13:31:06 GMT 2025","Thu May 08 13:31:06 GMT 2025","89","trustpoint.pki.tests.test_models","test_certificate_model","","","","test_save_certificate_method","Test that save_certificate method creates and stores a certificate model instance."
"passed","Thu May 08 13:31:01 GMT 2025","Thu May 08 13:31:01 GMT 2025","3","trustpoint.devices.tests","test_credential_download","","","","test_otp_max_attempts","Test that the OTP is invalidated after too many incorrect attempts."
"passed","Thu May 08 13:31:08 GMT 2025","Thu May 08 13:31:08 GMT 2025","0","trustpoint.est.tests","test_est_interface","","","","test_authenticate_username_password_missing_header",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_serial_number","Test if the serial number is correctly saved."
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","31","","","","","","High load certificate issuance -- @1.1 ",""
"passed","Thu May 08 13:31:03 GMT 2025","Thu May 08 13:31:03 GMT 2025","8","trustpoint.est.tests","test_est_interface","","","","test_post_authentication_failure",""
"failed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","570","","","","","","Verifying the system update mechanism",""
"failed","Thu May 08 13:30:58 GMT 2025","Thu May 08 13:30:59 GMT 2025","569","","","","","","Delete an existing identity -- @1.2 ",""
"failed","Thu May 08 13:30:54 GMT 2025","Thu May 08 13:30:54 GMT 2025","32","","","","","","NTEU deletes a digital identity",""
"failed","Thu May 08 13:30:56 GMT 2025","Thu May 08 13:30:57 GMT 2025","568","","","","","","View an existing identity -- @1.2 ",""
"failed","Thu May 08 13:31:16 GMT 2025","Thu May 08 13:31:16 GMT 2025","33","","","","","","An onboarded device renews its certificate",""
"failed","Thu May 08 13:30:54 GMT 2025","Thu May 08 13:30:54 GMT 2025","32","","","","","","NTEU views an existing digital identity",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","2","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_issuer_attributes","Test if issuer attributes are correctly stored."
"passed","Thu May 08 13:31:05 GMT 2025","Thu May 08 13:31:05 GMT 2025","83","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_policy_constraints","Test that the Inhibit anyPolicy extension is parsed and stored correctly in the database."
"passed","Thu May 08 13:31:04 GMT 2025","Thu May 08 13:31:04 GMT 2025","88","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_ian_ext","Test that the IssuerAlternativeName extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:31:20 GMT 2025","Thu May 08 13:31:21 GMT 2025","594","","","","","","Admin sets security level for a component -- @1.2 ",""
"failed","Thu May 08 13:31:14 GMT 2025","Thu May 08 13:31:15 GMT 2025","611","","","","","","Handling missing parameters during CA generation",""
"passed","Thu May 08 13:31:03 GMT 2025","Thu May 08 13:31:03 GMT 2025","77","trustpoint.pki.tests","test_auto_gen_pki","","","","test_auto_gen_pki[SECP256R1SHA256]","Test that the auto-generated PKI can be correctly enabled, used and disabled."
"failed","Thu May 08 13:31:21 GMT 2025","Thu May 08 13:31:21 GMT 2025","594","","","","","","Admin sets security level for a component -- @1.3 ",""
"failed","Thu May 08 13:30:54 GMT 2025","Thu May 08 13:30:54 GMT 2025","33","","","","","","NTEU creates a digital identity",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","0","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_certificate_pem","Test if the PEM-encoded certificate is correctly saved."
"failed","Thu May 08 13:31:12 GMT 2025","Thu May 08 13:31:13 GMT 2025","570","","","","","","Successful auto-generation of an issuing CA",""
"failed","Thu May 08 13:31:11 GMT 2025","Thu May 08 13:31:12 GMT 2025","571","","","","","","Configuring logging settings -- @1.3 ",""
"failed","Thu May 08 13:31:03 GMT 2025","Thu May 08 13:31:03 GMT 2025","577","","","","","","Attempt to renew a revoked certificate -- @1.1 ",""
"passed","Thu May 08 13:31:06 GMT 2025","Thu May 08 13:31:06 GMT 2025","121","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_multi_extension_deletion","Test that extensions that are shared are not deleted.

    (if there is another certificate with those exact extension values)
    "
"passed","Thu May 08 13:31:05 GMT 2025","Thu May 08 13:31:05 GMT 2025","82","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_inhibit_any_policy","Test that the Inhibit anyPolicy extension is parsed and stored correctly in the database."
"failed","Thu May 08 13:31:12 GMT 2025","Thu May 08 13:31:12 GMT 2025","570","","","","","","Ensuring log storage and integrity",""
"passed","Thu May 08 13:31:02 GMT 2025","Thu May 08 13:31:02 GMT 2025","20","trustpoint.devices.tests","test_model_delete","","","","test_multi_device_delete","Tests that multiple devices can be deleted and pre_delete is called even on a QuerySet of DeviceModels."
"passed","Thu May 08 13:31:06 GMT 2025","Thu May 08 13:31:06 GMT 2025","6","trustpoint.pki.tests.test_models","test_certificate_extensions","","","","test_basic_certificate_deletion","Test that the basic certificate is deleted without exceptions."
"passed","Thu May 08 13:31:18 GMT 2025","Thu May 08 13:31:19 GMT 2025","973","","R_013_Remote_Credential_Download","","","","User enters one time password correctly",""
"failed","Thu May 08 13:31:13 GMT 2025","Thu May 08 13:31:14 GMT 2025","570","","","","","","Auto-generation with different configurations -- @1.2 ",""
"passed","Thu May 08 13:31:07 GMT 2025","Thu May 08 13:31:07 GMT 2025","1","trustpoint.pki.tests.test_models","test_certificate_values","","","","test_subject_attributes","Test if subject attributes are correctly stored."
